pagamentoid,ano,mes,dia,periodo,datavencimento,datapagamento,contaid,conta,tipo,tipopagamento,valor,Pago
1203,2007,11,25,2007-11,2007-11-25,2007-11-25,33,conta-33,Fornecedor,Dinheiro,129.00,Falta Pagar
1204,2007,11,25,2007-11,2007-11-25,2007-11-25,35,conta-35,Fornecedor,Dinheiro,156.47,Falta Pagar
1205,2007,11,25,2007-11,2007-11-25,2007-11-25,33,conta-33,Fornecedor,Dinheiro,147.00,Falta Pagar
1206,2007,11,25,2007-11,2007-11-25,2007-11-25,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1208,2007,11,27,2007-11,2007-11-27,2007-11-27,13,conta-13,Despesa,Dinheiro,39.46,Falta Pagar
1209,2007,11,27,2007-11,2007-11-27,2007-11-27,29,conta-29,Fornecedor,Dinheiro,263.20,Falta Pagar
1210,2007,11,28,2007-11,2007-11-28,2007-11-28,33,conta-33,Fornecedor,Dinheiro,106.00,Falta Pagar
1211,2007,11,28,2007-11,2007-11-28,2007-11-28,73,conta-73,Fornecedor,Dinheiro,97.84,Falta Pagar
1212,2007,11,29,2007-11,2007-11-29,2007-11-29,35,conta-35,Fornecedor,Dinheiro,154.37,Falta Pagar
1213,2007,11,29,2007-11,2007-11-29,2007-11-29,33,conta-33,Fornecedor,Dinheiro,134.00,Falta Pagar
1214,2007,11,29,2007-11,2007-11-29,2007-11-29,22,conta-22,Fornecedor,Dinheiro,263.19,Falta Pagar
1215,2007,11,30,2007-11,2007-11-30,2007-11-30,24,conta-24,Fornecedor,Dinheiro,77.45,Falta Pagar
1216,2007,11,30,2007-11,2007-11-30,2007-11-30,32,conta-32,Fornecedor,Dinheiro,85.90,Falta Pagar
1217,2007,12,1,2007-12,2007-12-01,2007-12-01,22,conta-22,Fornecedor,Dinheiro,7.11,Falta Pagar
1218,2007,12,1,2007-12,2007-12-01,2007-12-01,22,conta-22,Fornecedor,Dinheiro,118.29,Falta Pagar
1219,2007,12,1,2007-12,2007-12-01,2007-12-01,22,conta-22,Fornecedor,Dinheiro,263.19,Falta Pagar
1222,2007,12,2,2007-12,2007-12-02,2007-12-02,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1223,2007,12,5,2007-12,2007-12-05,2007-12-05,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1224,2007,12,6,2007-12,2007-12-06,2007-12-06,32,conta-32,Fornecedor,Dinheiro,138.00,Falta Pagar
1225,2007,12,6,2007-12,2007-12-06,2007-12-06,40,conta-40,Fornecedor,Dinheiro,136.20,Falta Pagar
1226,2007,12,6,2007-12,2007-12-06,2007-12-06,22,conta-22,Fornecedor,Dinheiro,263.19,Falta Pagar
1227,2007,12,7,2007-12,2007-12-07,2007-12-07,35,conta-35,Fornecedor,Dinheiro,133.50,Falta Pagar
1229,2007,12,10,2007-12,2007-12-10,2007-12-10,49,conta-49,Fornecedor,Dinheiro,268.53,Falta Pagar
1230,2007,12,14,2007-12,2007-12-14,2007-12-14,35,conta-35,Fornecedor,Dinheiro,154.37,Falta Pagar
1231,2007,12,14,2007-12,2007-12-14,2007-12-14,46,conta-46,Imposto,Dinheiro,182.83,Falta Pagar
1232,2007,12,14,2007-12,2007-12-14,2007-12-14,21,conta-21,Imposto,Dinheiro,68.23,Falta Pagar
1233,2007,12,15,2007-12,2007-12-15,2007-12-15,90,conta-90,Fornecedor,Dinheiro,209.89,Falta Pagar
1235,2007,12,17,2007-12,2007-12-17,2007-12-17,33,conta-33,Fornecedor,Dinheiro,113.00,Falta Pagar
1236,2007,12,17,2007-12,2007-12-17,2007-12-17,22,conta-22,Fornecedor,Dinheiro,322.40,Falta Pagar
1237,2007,12,17,2007-12,2007-12-17,2007-12-17,71,conta-71,Fornecedor,Dinheiro,101.35,Falta Pagar
1239,2007,12,17,2007-12,2007-12-17,2007-12-17,22,conta-22,Fornecedor,Dinheiro,526.39,Falta Pagar
1240,2007,12,19,2007-12,2007-12-19,2007-12-19,32,conta-32,Fornecedor,Dinheiro,106.00,Falta Pagar
1241,2007,12,19,2007-12,2007-12-19,2007-12-19,27,conta-27,Fornecedor,Dinheiro,319.10,Falta Pagar
1242,2007,12,19,2007-12,2007-12-19,2007-12-19,48,conta-48,Fornecedor,Dinheiro,25.00,Falta Pagar
1243,2007,12,20,2007-12,2007-12-20,2007-12-20,35,conta-35,Fornecedor,Dinheiro,167.84,Falta Pagar
1244,2007,12,21,2007-12,2007-12-21,2007-12-21,35,conta-35,Fornecedor,Dinheiro,133.50,Falta Pagar
1245,2007,12,21,2007-12,2007-12-21,2007-12-21,40,conta-40,Fornecedor,Dinheiro,136.20,Falta Pagar
1246,2007,12,21,2007-12,2007-12-21,2007-12-21,54,conta-54,Fornecedor,Dinheiro,111.75,Falta Pagar
1254,2007,10,13,2007-10,2007-10-13,2007-10-13,91,conta-91,Fornecedor,Cheque,251.25,Pago
2274,2008,9,2,2008-09,2008-09-02,2008-09-02,121,conta-121,Fornecedor,Dinheiro,54.00,Pago
2275,2008,9,9,2008-09,2008-09-09,2008-09-09,79,conta-79,Fornecedor,Dinheiro,316.40,Pago
2276,2008,9,9,2008-09,2008-09-09,2008-09-09,36,conta-36,Fornecedor,Dinheiro,170.30,Pago
2277,2008,9,10,2008-09,2008-09-10,2008-09-10,133,conta-133,Fornecedor,Dinheiro,369.56,Pago
2278,2008,9,11,2008-09,2008-09-11,2008-09-11,88,conta-88,Fornecedor,Dinheiro,680.46,Pago
2279,2008,9,13,2008-09,2008-09-13,2008-09-13,76,conta-76,Fornecedor,Dinheiro,640.38,Pago
2280,2008,9,15,2008-09,2008-09-15,2008-09-15,21,conta-21,Imposto,Boleto,15.20,Pago
2281,2008,9,15,2008-09,2008-09-15,2008-09-15,89,conta-89,Imposto,Boleto,179.00,Pago
2282,2008,9,30,2008-09,2008-09-30,2008-09-30,20,conta-20,Divida,Boleto,225.54,Pago
2283,2008,9,30,2008-09,2008-09-30,2008-09-30,20,conta-20,Divida,Boleto,50.00,Pago
2284,2008,9,30,2008-09,2008-09-30,2008-09-30,20,conta-20,Divida,Boleto,56.40,Pago
2285,2008,10,20,2008-10,2008-10-20,2008-10-20,32,conta-32,Fornecedor,Dinheiro,97.50,Pago
2286,2008,10,20,2008-10,2008-10-20,2008-10-20,35,conta-35,Fornecedor,Dinheiro,110.03,Pago
2287,2008,10,27,2008-10,2008-10-27,2008-10-27,35,conta-35,Fornecedor,Dinheiro,110.03,Pago
2288,2008,11,6,2008-11,2008-11-06,2008-11-06,33,conta-33,Fornecedor,Dinheiro,145.00,Pago
2289,2008,11,15,2008-11,2008-11-15,2008-11-15,35,conta-35,Fornecedor,Dinheiro,110.03,Pago
2292,2008,11,21,2008-11,2008-11-21,2008-11-21,33,conta-33,Fornecedor,Dinheiro,145.00,Pago
2294,2008,12,6,2008-12,2008-12-06,2008-12-06,33,conta-33,Fornecedor,Dinheiro,145.00,Pago
2295,2008,9,19,2008-09,2008-09-19,2008-09-19,130,conta-130,Fornecedor,Dinheiro,21.90,Pago
2297,2008,9,25,2008-09,2008-09-25,2008-09-25,13,conta-13,Despesa,Boleto,34.89,Pago
2298,2008,10,6,2008-10,2008-10-06,2008-10-06,27,conta-27,Fornecedor,Boleto,304.67,Pago
2299,2008,10,15,2008-10,2008-10-15,2008-10-15,110,conta-110,Fornecedor,Dinheiro,147.20,Pago
2300,2008,10,21,2008-10,2008-10-21,2008-10-21,49,conta-49,Fornecedor,Boleto,273.42,Pago
2301,2008,11,4,2008-11,2008-11-04,2008-11-04,49,conta-49,Fornecedor,Boleto,273.43,Pago
2302,2008,9,20,2008-09,2008-09-20,2008-09-20,76,conta-76,Fornecedor,Dinheiro,421.15,Pago
2303,2008,9,20,2008-09,2008-09-20,2008-09-20,130,conta-130,Fornecedor,Dinheiro,58.00,Pago
2304,2008,9,23,2008-09,2008-09-23,2008-09-23,76,conta-76,Fornecedor,Dinheiro,408.03,Pago
2305,2008,9,24,2008-09,2008-09-24,2008-09-24,123,conta-123,Fornecedor,Dinheiro,35.30,Pago
2306,2008,9,27,2008-09,2008-09-27,2008-09-27,76,conta-76,Fornecedor,Dinheiro,371.95,Pago
2307,2008,9,27,2008-09,2008-09-27,2008-09-27,27,conta-27,Fornecedor,Dinheiro,253.69,Pago
2308,2008,10,8,2008-10,2008-10-08,2008-10-08,73,conta-73,Fornecedor,Boleto,83.53,Pago
2309,2008,10,15,2008-10,2008-10-15,2008-10-15,24,conta-24,Fornecedor,Boleto,92.41,Pago
2310,2008,10,22,2008-10,2008-10-22,2008-10-22,24,conta-24,Fornecedor,Boleto,89.69,Pago
2311,2008,10,23,2008-10,2008-10-23,2008-10-23,73,conta-73,Fornecedor,Boleto,83.50,Pago
2312,2008,10,28,2008-10,2008-10-28,2008-10-28,132,conta-132,Fornecedor,Boleto,191.55,Pago
2313,2008,10,29,2008-10,2008-10-29,2008-10-29,24,conta-24,Fornecedor,Boleto,89.68,Pago
2314,2008,11,15,2008-11,2008-11-15,2008-11-15,105,conta-105,Fornecedor,Dinheiro,154.91,Pago
2315,2008,11,7,2008-11,2008-11-07,2008-11-07,73,conta-73,Fornecedor,Boleto,83.54,Pago
2317,2008,10,1,2008-10,2008-10-01,2008-10-01,137,conta-137,Fornecedor,Dinheiro,201.42,Pago
2318,2008,10,2,2008-10,2008-10-02,2008-10-02,138,conta-138,Fornecedor,Dinheiro,178.40,Pago
2320,2008,11,2,2008-11,2008-11-02,2008-11-02,35,conta-35,Fornecedor,Dinheiro,114.14,Pago
2321,2008,11,4,2008-11,2008-11-04,2008-11-04,33,conta-33,Fornecedor,Dinheiro,140.00,Pago
2322,2008,11,7,2008-11,2008-11-07,2008-11-07,104,conta-104,Fornecedor,Dinheiro,175.96,Pago
2323,2008,11,17,2008-11,2008-11-17,2008-11-17,35,conta-35,Fornecedor,Dinheiro,114.14,Pago
2324,2008,12,2,2008-12,2008-12-02,2008-12-02,35,conta-35,Fornecedor,Dinheiro,114.14,Pago
2325,2008,9,30,2008-09,2008-09-30,2008-09-30,121,conta-121,Fornecedor,Dinheiro,16.20,Pago
2327,2008,10,7,2008-10,2008-10-07,2008-10-07,76,conta-76,Fornecedor,Dinheiro,282.31,Pago
2328,2008,10,9,2008-10,2008-10-09,2008-10-09,130,conta-130,Fornecedor,Dinheiro,88.00,Pago
2404,2008,11,30,2008-11,2008-11-30,2008-11-30,32,conta-32,Fornecedor,Dinheiro,91.40,Pago
2405,2008,11,29,2008-11,2008-11-29,2008-11-29,110,conta-110,Fornecedor,Dinheiro,131.20,Pago
2406,2008,11,29,2008-11,2008-11-29,2008-11-29,33,conta-33,Fornecedor,Dinheiro,150.00,Pago
2407,2008,11,30,2008-11,2008-11-30,2008-11-30,35,conta-35,Fornecedor,Dinheiro,114.69,Pago
2408,2008,12,1,2008-12,2008-12-01,2008-12-01,24,conta-24,Fornecedor,Boleto,111.97,Pago
2409,2008,12,6,2008-12,2008-12-06,2008-12-06,144,conta-144,Fornecedor,Boleto,251.29,Pago
2410,2008,12,15,2008-12,2008-12-15,2008-12-15,35,conta-35,Fornecedor,Dinheiro,114.69,Pago
2411,2008,12,29,2008-12,2008-12-29,2008-12-29,33,conta-33,Fornecedor,Dinheiro,150.00,Pago
2412,2008,12,30,2008-12,2008-12-30,2008-12-30,35,conta-35,Fornecedor,Dinheiro,114.69,Pago
2413,2009,1,18,2009-01,2009-01-18,2009-01-18,33,conta-33,Fornecedor,Dinheiro,150.00,Pago
2414,2009,1,28,2009-01,2009-01-28,2009-01-28,33,conta-33,Fornecedor,Dinheiro,150.00,Pago
2416,2009,2,12,2009-02,2009-02-12,2009-02-12,33,conta-33,Fornecedor,Dinheiro,150.00,Pago
2417,2008,10,29,2008-10,2008-10-29,2008-10-29,79,conta-79,Fornecedor,Dinheiro,23.51,Pago
2418,2008,10,29,2008-10,2008-10-29,2008-10-29,36,conta-36,Fornecedor,Dinheiro,139.00,Pago
2419,2008,10,29,2008-10,2008-10-29,2008-10-29,123,conta-123,Fornecedor,Dinheiro,35.48,Pago
2420,2008,10,30,2008-10,2008-10-30,2008-10-30,64,conta-64,Fornecedor,Dinheiro,309.08,Pago
2421,2008,10,30,2008-10,2008-10-30,2008-10-30,79,conta-79,Fornecedor,Dinheiro,13.00,Pago
2423,2008,11,14,2008-11,2008-11-14,2008-11-14,86,conta-86,Despesa,Debito Conta Corrente - PJ,29.67,Pago
2424,2008,11,14,2008-11,2008-11-14,2008-11-14,7,conta-7,Despesa,Boleto,108.14,Pago
2425,2008,11,28,2008-11,2008-11-28,2008-11-28,6,conta-6,Despesa,Boleto,88.81,Pago
2427,2008,11,17,2008-11,2008-11-17,2008-11-17,100,conta-100,Fornecedor,Boleto,156.65,Pago
2428,2008,12,15,2008-12,2008-12-15,2008-12-15,100,conta-100,Fornecedor,Boleto,136.00,Pago
2429,2008,11,11,2008-11,2008-11-11,2008-11-11,132,conta-132,Fornecedor,Boleto,1326.41,Pago
2430,2008,12,2,2008-12,2008-12-02,2008-12-02,132,conta-132,Fornecedor,Boleto,444.01,Pago
2431,2008,12,9,2008-12,2008-12-09,2008-12-09,132,conta-132,Fornecedor,Boleto,192.41,Pago
2432,2008,12,5,2008-12,2008-12-05,2008-12-05,104,conta-104,Fornecedor,Dinheiro,155.38,Pago
2433,2008,11,4,2008-11,2008-11-04,2008-11-04,76,conta-76,Fornecedor,Dinheiro,266.31,Pago
2434,2008,11,8,2008-11,2008-11-08,2008-11-08,76,conta-76,Fornecedor,Dinheiro,1259.75,Pago
2435,2008,11,7,2008-11,2008-11-07,2008-11-07,145,conta-145,Fornecedor,Dinheiro,39.00,Pago
2436,2008,12,14,2008-12,2008-12-14,2008-12-14,35,conta-35,Fornecedor,Dinheiro,114.94,Pago
2437,2008,12,26,2008-12,2008-12-26,2008-12-26,35,conta-35,Fornecedor,Dinheiro,114.94,Pago
2438,2009,1,18,2009-01,2009-01-18,2009-01-18,35,conta-35,Fornecedor,Dinheiro,114.94,Pago
2439,2008,12,10,2008-12,2008-12-10,2008-12-10,146,conta-146,Fornecedor,Boleto,252.58,Pago
2440,2009,1,9,2009-01,2009-01-09,2009-01-09,146,conta-146,Fornecedor,Boleto,252.58,Pago
2441,2009,2,8,2009-02,2009-02-08,2009-02-08,146,conta-146,Fornecedor,Boleto,252.58,Pago
2442,2008,12,27,2008-12,2008-12-27,2008-12-27,27,conta-27,Fornecedor,Boleto,299.25,Pago
2443,2008,11,26,2008-11,2008-11-26,2008-11-26,13,conta-13,Despesa,Boleto,36.39,Pago
2444,2008,11,30,2008-11,2008-11-30,2008-11-30,89,conta-89,Imposto,Boleto,200.00,Pago
2445,2008,11,28,2008-11,2008-11-28,2008-11-28,20,conta-20,Divida,Boleto,227.63,Pago
2446,2008,11,28,2008-11,2008-11-28,2008-11-28,20,conta-20,Divida,Boleto,57.54,Pago
2447,2008,11,30,2008-11,2008-11-30,2008-11-30,20,conta-20,Divida,Boleto,50.00,Pago
2449,2008,11,6,2008-11,2008-11-06,2008-11-06,147,conta-147,Fornecedor,Dinheiro,75.00,Pago
2450,2008,11,11,2008-11,2008-11-11,2008-11-11,76,conta-76,Fornecedor,Dinheiro,224.00,Pago
2451,2008,11,3,2008-11,2008-11-03,2008-11-03,121,conta-121,Fornecedor,Dinheiro,39.70,Pago
2452,2008,11,13,2008-11,2008-11-13,2008-11-13,76,conta-76,Fornecedor,Dinheiro,1248.51,Pago
2458,2008,11,15,2008-11,2008-11-15,2008-11-15,25,conta-25,Despesa,Dinheiro,135.00,Pago
2459,2008,11,30,2008-11,2008-11-30,2008-11-30,25,conta-25,Despesa,Dinheiro,135.00,Pago
2460,2009,1,4,2009-01,2009-01-04,2009-01-04,25,conta-25,Despesa,Dinheiro,135.00,Pago
2461,2009,1,4,2009-01,2009-01-04,2009-01-04,25,conta-25,Despesa,Dinheiro,135.00,Pago
2462,2008,12,1,2008-12,2008-12-01,2008-12-01,73,conta-73,Fornecedor,Boleto,97.11,Pago
2463,2008,12,15,2008-12,2008-12-15,2008-12-15,73,conta-73,Fornecedor,Boleto,97.11,Pago
2464,2008,12,30,2008-12,2008-12-30,2008-12-30,73,conta-73,Fornecedor,Boleto,97.11,Pago
2465,2008,11,25,2008-11,2008-11-25,2008-11-25,132,conta-132,Fornecedor,Boleto,1326.41,Pago
2466,2008,12,21,2008-12,2008-12-21,2008-12-21,40,conta-40,Fornecedor,Boleto,146.60,Pago
2467,2009,1,6,2009-01,2009-01-06,2009-01-06,40,conta-40,Fornecedor,Boleto,146.60,Pago
2468,2008,12,16,2008-12,2008-12-16,2008-12-16,24,conta-24,Fornecedor,Boleto,116.03,Pago
2469,2008,12,23,2008-12,2008-12-23,2008-12-23,24,conta-24,Fornecedor,Boleto,116.03,Pago
2470,2008,12,9,2008-12,2008-12-09,2008-12-09,24,conta-24,Fornecedor,Boleto,119.54,Pago
2471,2008,12,17,2008-12,2008-12-17,2008-12-17,42,conta-42,Fornecedor,Dinheiro,112.00,Pago
2472,2009,1,17,2009-01,2009-01-17,2009-01-17,42,conta-42,Fornecedor,Dinheiro,112.00,Pago
2473,2009,2,17,2009-02,2009-02-17,2009-02-17,42,conta-42,Fornecedor,Dinheiro,112.00,Pago
2474,2008,11,17,2008-11,2008-11-17,2008-11-17,36,conta-36,Fornecedor,Dinheiro,237.50,Pago
2475,2008,11,18,2008-11,2008-11-18,2008-11-18,123,conta-123,Fornecedor,Dinheiro,34.80,Pago
2476,2008,11,30,2008-11,2008-11-30,2008-11-30,25,conta-25,Despesa,Dinheiro,135.00,Pago
2478,2008,12,15,2008-12,2008-12-15,2008-12-15,25,conta-25,Despesa,Dinheiro,135.00,Pago
2479,2008,12,23,2008-12,2008-12-23,2008-12-23,76,conta-76,Fornecedor,Cheque,150.00,Pago
2555,2008,12,16,2008-12,2008-12-16,2008-12-16,76,conta-76,Fornecedor,Dinheiro,814.26,Pago
2556,2008,12,18,2008-12,2008-12-18,2008-12-18,76,conta-76,Fornecedor,Dinheiro,480.46,Pago
2557,2009,1,13,2009-01,2009-01-13,2009-01-13,27,conta-27,Fornecedor,Boleto,276.78,Pago
2559,2008,12,29,2008-12,2008-12-29,2008-12-29,73,conta-73,Fornecedor,Boleto,85.26,Pago
2560,2009,1,12,2009-01,2009-01-12,2009-01-12,73,conta-73,Fornecedor,Boleto,85.26,Pago
2561,2009,1,27,2009-01,2009-01-27,2009-01-27,73,conta-73,Fornecedor,Boleto,85.29,Pago
2563,2009,1,23,2009-01,2009-01-23,2009-01-23,76,conta-76,Fornecedor,Cheque,380.00,Pago
2564,2009,2,25,2009-02,2009-02-25,2009-02-25,76,conta-76,Fornecedor,Cheque,380.00,Pago
2565,2009,3,23,2009-03,2009-03-23,2009-03-23,76,conta-76,Fornecedor,Cheque,380.00,Pago
2566,2009,1,5,2009-01,2009-01-05,2009-01-05,133,conta-133,Fornecedor,Cheque,210.00,Pago
2567,2008,12,23,2008-12,2008-12-23,2008-12-23,76,conta-76,Fornecedor,Dinheiro,123.89,Pago
2568,2008,12,28,2008-12,2008-12-28,2008-12-28,132,conta-132,Fornecedor,Boleto,1326.41,Pago
2569,2009,1,16,2009-01,2009-01-16,2009-01-16,132,conta-132,Fornecedor,Boleto,207.20,Pago
2570,2008,12,23,2008-12,2008-12-23,2008-12-23,79,conta-79,Fornecedor,Dinheiro,325.78,Pago
2574,2009,1,15,2009-01,2009-01-15,2009-01-15,27,conta-27,Fornecedor,Boleto,241.00,Pago
2575,2009,1,30,2009-01,2009-01-30,2009-01-30,27,conta-27,Fornecedor,Boleto,239.00,Pago
2576,2009,2,14,2009-02,2009-02-14,2009-02-14,27,conta-27,Fornecedor,Boleto,239.00,Pago
2577,2009,1,12,2009-01,2009-01-12,2009-01-12,73,conta-73,Fornecedor,Boleto,81.83,Pago
2578,2009,1,26,2009-01,2009-01-26,2009-01-26,73,conta-73,Fornecedor,Boleto,81.83,Pago
2579,2009,2,9,2009-02,2009-02-09,2009-02-09,73,conta-73,Fornecedor,Boleto,81.87,Pago
2580,2009,3,2,2009-03,2009-03-02,2009-03-02,79,conta-79,Fornecedor,Cheque,150.00,Pago
2581,2009,3,4,2009-03,2009-03-04,2009-03-04,79,conta-79,Fornecedor,Cheque,150.00,Pago
2582,2009,1,13,2009-01,2009-01-13,2009-01-13,76,conta-76,Fornecedor,Cheque,400.00,Pago
2583,2009,2,7,2009-02,2009-02-07,2009-02-07,136,conta-136,Fornecedor,Dinheiro,154.00,Pago
2584,2009,3,7,2009-03,2009-03-07,2009-03-07,136,conta-136,Fornecedor,Dinheiro,154.00,Pago
2585,2009,1,5,2009-01,2009-01-05,2009-01-05,36,conta-36,Fornecedor,Dinheiro,248.62,Pago
2586,2009,1,5,2009-01,2009-01-05,2009-01-05,36,conta-36,Fornecedor,Dinheiro,139.00,Pago
2587,2009,2,6,2009-02,2009-02-06,2009-02-06,104,conta-104,Fornecedor,Dinheiro,181.11,Pago
2588,2009,2,9,2009-02,2009-02-09,2009-02-09,33,conta-33,Fornecedor,Dinheiro,193.00,Pago
2589,2009,3,9,2009-03,2009-03-09,2009-03-09,33,conta-33,Fornecedor,Dinheiro,193.00,Pago
2590,2009,4,12,2009-04,2009-04-12,2009-04-12,33,conta-33,Fornecedor,Dinheiro,193.00,Pago
2591,2009,5,9,2009-05,2009-05-09,2009-05-09,33,conta-33,Fornecedor,Dinheiro,193.00,Pago
2592,2009,1,15,2009-01,2009-01-15,2009-01-15,25,conta-25,Despesa,Dinheiro,135.00,Pago
2593,2009,2,1,2009-02,2009-02-01,2009-02-01,25,conta-25,Despesa,Dinheiro,135.00,Pago
2594,2009,1,8,2009-01,2009-01-08,2009-01-08,76,conta-76,Fornecedor,Dinheiro,291.40,Pago
2595,2009,1,6,2009-01,2009-01-06,2009-01-06,76,conta-76,Fornecedor,Dinheiro,880.28,Pago
2596,2009,1,14,2009-01,2009-01-14,2009-01-14,86,conta-86,Despesa,Debito Conta Corrente - PJ,.00,Pago
2597,2009,1,14,2009-01,2009-01-14,2009-01-14,7,conta-7,Despesa,Boleto,92.67,Pago
2598,2009,1,28,2009-01,2009-01-28,2009-01-28,6,conta-6,Despesa,Boleto,83.93,Pago
2599,2009,1,19,2009-01,2009-01-19,2009-01-19,27,conta-27,Fornecedor,Boleto,362.12,Pago
2600,2009,1,15,2009-01,2009-01-15,2009-01-15,21,conta-21,Imposto,Boleto,15.19,Pago
2601,2009,1,23,2009-01,2009-01-23,2009-01-23,89,conta-89,Imposto,Boleto,175.00,Pago
2602,2009,1,30,2009-01,2009-01-30,2009-01-30,20,conta-20,Divida,Boleto,311.19,Pago
2603,2009,1,31,2009-01,2009-01-31,2009-01-31,20,conta-20,Divida,Boleto,50.00,Pago
2604,2009,1,15,2009-01,2009-01-15,2009-01-15,132,conta-132,Fornecedor,Boleto,663.19,Pago
2605,2009,1,29,2009-01,2009-01-29,2009-01-29,132,conta-132,Fornecedor,Boleto,432.90,Pago
2606,2009,2,5,2009-02,2009-02-05,2009-02-05,132,conta-132,Fornecedor,Boleto,207.20,Pago
2608,2009,1,26,2009-01,2009-01-26,2009-01-26,13,conta-13,Despesa,Boleto,56.75,Pago
2609,2009,1,30,2009-01,2009-01-30,2009-01-30,157,conta-157,Despesa,Boleto,132.93,Pago
2610,2009,2,13,2009-02,2009-02-13,2009-02-13,144,conta-144,Fornecedor,Boleto,314.67,Pago
2611,2009,3,15,2009-03,2009-03-15,2009-03-15,144,conta-144,Fornecedor,Boleto,314.67,Pago
2612,2009,4,14,2009-04,2009-04-14,2009-04-14,144,conta-144,Fornecedor,Boleto,314.67,Pago
2613,2009,1,26,2009-01,2009-01-26,2009-01-26,73,conta-73,Fornecedor,Boleto,91.78,Pago
2614,2009,2,9,2009-02,2009-02-09,2009-02-09,73,conta-73,Fornecedor,Boleto,91.78,Pago
2615,2009,2,24,2009-02,2009-02-24,2009-02-24,73,conta-73,Fornecedor,Boleto,91.82,Pago
2616,2009,1,15,2009-01,2009-01-15,2009-01-15,76,conta-76,Fornecedor,Dinheiro,358.47,Pago
2617,2008,12,19,2008-12,2008-12-19,2008-12-19,76,conta-76,Fornecedor,Dinheiro,284.34,Pago
2618,2009,1,16,2009-01,2009-01-16,2009-01-16,151,conta-151,Fornecedor,Dinheiro,17.35,Pago
2619,2009,1,17,2009-01,2009-01-17,2009-01-17,76,conta-76,Fornecedor,Dinheiro,459.58,Pago
2620,2009,2,18,2009-02,2009-02-18,2009-02-18,151,conta-151,Fornecedor,Cheque,200.00,Pago
2621,2009,3,30,2009-03,2009-03-30,2009-03-30,151,conta-151,Fornecedor,Cheque,200.00,Pago
2704,2009,2,11,2009-02,2009-02-11,2009-02-11,76,conta-76,Fornecedor,Dinheiro,304.95,Pago
2705,2009,2,11,2009-02,2009-02-11,2009-02-11,36,conta-36,Fornecedor,Dinheiro,139.00,Pago
2706,2009,2,9,2009-02,2009-02-09,2009-02-09,166,conta-166,Fornecedor,Dinheiro,214.49,Pago
2707,2009,3,22,2009-03,2009-03-22,2009-03-22,136,conta-136,Fornecedor,Dinheiro,145.44,Pago
2708,2009,3,9,2009-03,2009-03-09,2009-03-09,40,conta-40,Fornecedor,Boleto,108.10,Pago
2709,2009,3,24,2009-03,2009-03-24,2009-03-24,40,conta-40,Fornecedor,Boleto,108.10,Pago
2710,2009,4,14,2009-04,2009-04-14,2009-04-14,100,conta-100,Fornecedor,Boleto,208.13,Pago
2711,2009,3,6,2009-03,2009-03-06,2009-03-06,63,conta-63,Fornecedor,Boleto,104.40,Pago
2712,2009,3,20,2009-03,2009-03-20,2009-03-20,63,conta-63,Fornecedor,Boleto,104.40,Pago
2713,2009,3,2,2009-03,2009-03-02,2009-03-02,73,conta-73,Fornecedor,Boleto,92.34,Pago
2714,2009,3,16,2009-03,2009-03-16,2009-03-16,73,conta-73,Fornecedor,Boleto,92.34,Pago
2715,2009,3,31,2009-03,2009-03-31,2009-03-31,73,conta-73,Fornecedor,Boleto,92.36,Pago
2716,2009,3,25,2009-03,2009-03-25,2009-03-25,27,conta-27,Fornecedor,Boleto,283.00,Pago
2717,2009,4,5,2009-04,2009-04-05,2009-04-05,35,conta-35,Fornecedor,Dinheiro,157.52,Pago
2718,2009,3,16,2009-03,2009-03-16,2009-03-16,33,conta-33,Fornecedor,Dinheiro,163.00,Pago
2719,2009,4,16,2009-04,2009-04-16,2009-04-16,33,conta-33,Fornecedor,Dinheiro,163.00,Pago
2720,2009,5,16,2009-05,2009-05-16,2009-05-16,33,conta-33,Fornecedor,Dinheiro,163.00,Pago
2721,2009,6,28,2009-06,2009-06-28,2009-06-28,33,conta-33,Fornecedor,Dinheiro,163.00,Pago
2722,2009,7,16,2009-07,2009-07-16,2009-07-16,33,conta-33,Fornecedor,Dinheiro,163.00,Pago
2723,2009,3,23,2009-03,2009-03-23,2009-03-23,76,conta-76,Fornecedor,Cheque,150.00,Pago
2724,2009,4,7,2009-04,2009-04-07,2009-04-07,76,conta-76,Fornecedor,Cheque,150.00,Pago
2725,2009,2,21,2009-02,2009-02-21,2009-02-21,33,conta-33,Fornecedor,Dinheiro,55.00,Pago
2726,2009,2,18,2009-02,2009-02-18,2009-02-18,133,conta-133,Fornecedor,Dinheiro,369.56,Pago
2727,2009,2,17,2009-02,2009-02-17,2009-02-17,76,conta-76,Fornecedor,Dinheiro,597.39,Pago
2728,2009,2,19,2009-02,2009-02-19,2009-02-19,76,conta-76,Fornecedor,Dinheiro,323.40,Pago
2729,2009,2,19,2009-02,2009-02-19,2009-02-19,76,conta-76,Fornecedor,Dinheiro,225.88,Pago
2730,2009,4,20,2009-04,2009-04-20,2009-04-20,141,conta-141,Fornecedor,Boleto,144.70,Pago
2731,2009,3,27,2009-03,2009-03-27,2009-03-27,42,conta-42,Fornecedor,Dinheiro,131.00,Pago
